Frame,Time (Seconds),QX,QY,QZ,QW,X,Y,Z
1654,13.783333,0.005561,-0.011459,-0.899581,0.436568,10.787763,21.541305,11.389126
1655,13.791667,0.005577,-0.011488,-0.899517,0.436699,10.785138,21.534099,11.387033
1656,13.800000,0.005593,-0.011517,-0.899452,0.436833,10.782190,21.527154,11.384609
1657,13.808333,0.005611,-0.011548,-0.899376,0.436987,10.778744,21.519101,11.382102
1658,13.816667,0.005626,-0.011575,-0.899308,0.437126,10.775898,21.511918,11.379593
1659,13.825000,0.005641,-0.011601,-0.899239,0.437268,10.773115,21.504438,11.376988
1660,13.833333,0.005658,-0.011630,-0.899159,0.437432,10.769675,21.496044,11.373952
1661,13.841667,0.005672,-0.011655,-0.899086,0.437580,10.766561,21.488046,11.371100
1662,13.850000,0.005687,-0.011679,-0.899012,0.437730,10.763382,21.479988,11.368277
1663,13.858333,0.005702,-0.011706,-0.898928,0.437903,10.759138,21.470831,11.365059
1664,13.866667,0.005716,-0.011729,-0.898851,0.438060,10.755003,21.462801,11.362194
1665,13.875000,0.005729,-0.011751,-0.898773,0.438219,10.750462,21.454927,11.359457
1666,13.883333,0.005744,-0.011775,-0.898684,0.438402,10.745271,21.445750,11.355848
1667,13.891667,0.005757,-0.011795,-0.898603,0.438567,10.740904,21.437517,11.351601
1668,13.900000,0.005769,-0.011815,-0.898520,0.438735,10.736367,21.429452,11.347395
1669,13.908333,0.005782,-0.011835,-0.898426,0.438927,10.731598,21.420271,11.343272
1670,13.916667,0.005794,-0.011853,-0.898341,0.439100,10.727570,21.411918,11.339785
1671,13.925000,0.005805,-0.011870,-0.898255,0.439277,10.723806,21.403691,11.336185
1672,13.933333,0.005817,-0.011887,-0.898156,0.439478,10.719929,21.394078,11.332197
1673,13.941667,0.005827,-0.011902,-0.898066,0.439660,10.716913,21.385516,11.328770
1674,13.950000,0.005837,-0.011916,-0.897976,0.439845,10.713739,21.376404,11.325252
1675,13.958333,0.005847,-0.011931,-0.897872,0.440057,10.710321,21.365867,11.320881
1676,13.966667,0.005856,-0.011943,-0.897778,0.440248,10.707384,21.356355,11.316736
1677,13.975000,0.005865,-0.011954,-0.897683,0.440441,10.704374,21.346446,11.311910
1678,13.983333,0.005874,-0.011964,-0.897574,0.440663,10.701117,21.335190,11.306478
1679,13.991667,0.005881,-0.011973,-0.897475,0.440863,10.698260,21.325252,11.301413
1680,14.000000,0.005888,-0.011980,-0.897376,0.441066,10.695570,21.315415,11.296206
1681,14.008333,0.005895,-0.011986,-0.897261,0.441298,10.692639,21.304425,11.290361
1682,14.016667,0.005901,-0.011990,-0.897158,0.441507,10.690083,21.294672,11.285026
1683,14.025000,0.005906,-0.011993,-0.897054,0.441720,10.687432,21.284759,11.279846
1684,14.033333,0.005911,-0.011995,-0.896934,0.441962,10.684217,21.273938,11.273616
1685,14.041667,0.005914,-0.011995,-0.896826,0.442182,10.681272,21.264529,11.268038
1686,14.050000,0.005917,-0.011994,-0.896716,0.442404,10.678320,21.254901,11.262273
1687,14.058333,0.005920,-0.011990,-0.896591,0.442658,10.675090,21.244270,11.255418
1688,14.066667,0.005921,-0.011986,-0.896478,0.442887,10.672292,21.234875,11.248928
1689,14.075000,0.005922,-0.011979,-0.896363,0.443120,10.669388,21.225566,11.242419
1690,14.083333,0.005922,-0.011970,-0.896232,0.443385,10.665456,21.215018,11.235461
1691,14.091667,0.005921,-0.011961,-0.896113,0.443625,10.661856,21.205769,11.229263
1692,14.100000,0.005920,-0.011949,-0.895993,0.443868,10.658219,21.196279,11.222837
1693,14.108333,0.005917,-0.011935,-0.895856,0.444145,10.654217,21.185182,11.215656
1694,14.116667,0.005914,-0.011920,-0.895732,0.444395,10.650743,21.175283,11.209166
1695,14.125000,0.005910,-0.011904,-0.895606,0.444649,10.647123,21.165432,11.202679
1696,14.133333,0.005905,-0.011884,-0.895463,0.444938,10.642853,21.154000,11.195695
1697,14.141667,0.005899,-0.011864,-0.895334,0.445199,10.638807,21.143629,11.189546
1698,14.150000,0.005893,-0.011843,-0.895203,0.445463,10.634572,21.133094,11.183700
1699,14.158333,0.005885,-0.011817,-0.895053,0.445765,10.629455,21.121372,11.177683
1700,14.166667,0.005878,-0.011794,-0.894918,0.446037,10.624781,21.110819,11.172395
1701,14.175000,0.005870,-0.011768,-0.894781,0.446312,10.619644,21.100181,11.167653
1702,14.183333,0.005860,-0.011739,-0.894625,0.446626,10.613863,21.088126,11.162699
1703,14.191667,0.005852,-0.011712,-0.894484,0.446909,10.608949,21.077466,11.158016
1704,14.200000,0.005842,-0.011683,-0.894341,0.447195,10.603930,21.067386,11.153153
1705,14.208333,0.005831,-0.011650,-0.894178,0.447522,10.598040,21.056170,11.147739
1706,14.216667,0.005820,-0.011619,-0.894031,0.447816,10.592687,21.046466,11.143067
1707,14.225000,0.005809,-0.011588,-0.893882,0.448114,10.587206,21.036841,11.138350
1708,14.233333,0.005796,-0.011550,-0.893713,0.448453,10.580835,21.026120,11.132574
1709,14.241667,0.005784,-0.011516,-0.893560,0.448759,10.574771,21.016785,11.127430
1710,14.250000,0.005771,-0.011481,-0.893405,0.449068,10.568774,21.007544,11.121910
1711,14.258333,0.005755,-0.011439,-0.893229,0.449420,10.561869,20.997511,11.115404
1712,14.266667,0.005741,-0.011400,-0.893070,0.449737,10.555778,20.988854,11.109504
1713,14.275000,0.005726,-0.011360,-0.892909,0.450057,10.549516,20.980674,11.103562
1714,14.283333,0.005708,-0.011314,-0.892726,0.450422,10.542761,20.971520,11.096945
1715,14.291667,0.005692,-0.011271,-0.892561,0.450750,10.537227,20.963322,11.091375
1716,14.300000,0.005675,-0.011226,-0.892394,0.451081,10.531727,20.955041,11.085987
1717,14.308333,0.005654,-0.011175,-0.892204,0.451458,10.525179,20.945867,11.080018
1718,14.316667,0.005636,-0.011127,-0.892034,0.451797,10.519240,20.937772,11.074691
1719,14.325000,0.005617,-0.011079,-0.891861,0.452139,10.513311,20.929961,11.069269
1720,14.333333,0.005594,-0.011023,-0.891665,0.452528,10.506938,20.921480,11.063607
1721,14.341667,0.005574,-0.010972,-0.891488,0.452877,10.501379,20.913916,11.058574
1722,14.350000,0.005552,-0.010919,-0.891309,0.453230,10.495387,20.906254,11.053492
1723,14.358333,0.005528,-0.010859,-0.891106,0.453631,10.488646,20.897177,11.048083
1724,14.366667,0.005505,-0.010804,-0.890924,0.453990,10.482460,20.888741,11.042891
1725,14.375000,0.005482,-0.010748,-0.890740,0.454353,10.476298,20.880150,11.037907
1726,14.383333,0.005456,-0.010683,-0.890530,0.454766,10.469111,20.870502,11.032180
1727,14.391667,0.005431,-0.010624,-0.890342,0.455136,10.462163,20.862025,11.026974
1728,14.400000,0.005406,-0.010564,-0.890152,0.455509,10.454702,20.853398,11.021672
1729,14.408333,0.005377,-0.010495,-0.889936,0.455933,10.446203,20.843893,11.015353
1730,14.416667,0.005350,-0.010432,-0.889742,0.456313,10.438318,20.835404,11.009743
1731,14.425000,0.005323,-0.010368,-0.889546,0.456696,10.430526,20.826820,11.004314
1732,14.433333,0.005291,-0.010294,-0.889324,0.457131,10.422097,20.817009,10.998589
1733,14.441667,0.005263,-0.010227,-0.889124,0.457521,10.414443,20.808495,10.993567
1734,14.450000,0.005233,-0.010159,-0.888923,0.457915,10.406786,20.800524,10.988912
1735,14.458333,0.005199,-0.010081,-0.888694,0.458361,10.398022,20.791923,10.983981
1736,14.466667,0.005169,-0.010011,-0.888489,0.458760,10.390295,20.784145,10.979887
1737,14.475000,0.005138,-0.009939,-0.888281,0.459163,10.383043,20.776046,10.975806
1738,14.483333,0.005102,-0.009858,-0.888046,0.459620,10.375156,20.767127,10.971461
1739,14.491667,0.005070,-0.009785,-0.887835,0.460029,10.368048,20.759103,10.967666
1740,14.500000,0.005037,-0.009711,-0.887623,0.460441,10.360993,20.751409,10.963852
1741,14.508333,0.005000,-0.009626,-0.887381,0.460908,10.353023,20.742913,10.959333
1742,14.516667,0.004966,-0.009550,-0.887165,0.461327,10.345929,20.735634,10.955258
1743,14.525000,0.004932,-0.009473,-0.886947,0.461748,10.339055,20.728735,10.951468
1744,14.533333,0.004892,-0.009385,-0.886699,0.462226,10.331699,20.721015,10.947133
1745,14.541667,0.004857,-0.009306,-0.886477,0.462653,10.324786,20.714222,10.943440
1746,14.550000,0.004821,-0.009226,-0.886253,0.463084,10.318171,20.707681,10.940067
1747,14.558333,0.004780,-0.009136,-0.886000,0.463571,10.311006,20.700107,10.936886
1748,14.566667,0.004743,-0.009054,-0.885772,0.464008,10.304428,20.693457,10.933716
1749,14.575000,0.004706,-0.008972,-0.885543,0.464447,10.297379,20.687110,10.930409
1750,14.583333,0.004663,-0.008879,-0.885283,0.464944,10.289165,20.680391,10.926734
1751,14.591667,0.004625,-0.008795,-0.885050,0.465389,10.281882,20.674737,10.923433
1752,14.600000,0.004586,-0.008710,-0.884816,0.465837,10.274862,20.668927,10.920199
1753,14.608333,0.004542,-0.008614,-0.884550,0.466343,10.266878,20.662051,10.916500
1754,14.616667,0.004502,-0.008528,-0.884312,0.466796,10.259532,20.656071,10.913072
1755,14.625000,0.004461,-0.008441,-0.884073,0.467252,10.252166,20.650185,10.909233
1756,14.633333,0.004415,-0.008341,-0.883801,0.467767,10.244295,20.643465,10.904659
1757,14.641667,0.004373,-0.008252,-0.883558,0.468228,10.237596,20.637432,10.900762
1758,14.650000,0.004331,-0.008161,-0.883313,0.468692,10.230832,20.631371,10.897196
1759,14.658333,0.004282,-0.008059,-0.883036,0.469216,10.222604,20.624567,10.892903
1760,14.666667,0.004238,-0.007966,-0.882788,0.469685,10.215132,20.618546,10.889168
1761,14.675000,0.004194,-0.007873,-0.882539,0.470156,10.207846,20.612530,10.885371
1762,14.683333,0.004143,-0.007766,-0.882256,0.470688,10.199878,20.605855,10.881143
1763,14.691667,0.004098,-0.007671,-0.882003,0.471164,10.192898,20.599980,10.877590
1764,14.700000,0.004051,-0.007574,-0.881748,0.471642,10.185974,20.594130,10.874316
1765,14.708333,0.003999,-0.007465,-0.881460,0.472183,10.178300,20.587686,10.870667
1766,14.716667,0.003951,-0.007366,-0.881202,0.472666,10.171448,20.582150,10.867288
1767,14.725000,0.003903,-0.007267,-0.880943,0.473151,10.164364,20.576794,10.864133
1768,14.733333,0.003848,-0.007154,-0.880649,0.473700,10.156669,20.570767,10.860451
1769,14.741667,0.003799,-0.007053,-0.880386,0.474190,10.149663,20.565034,10.857405
1770,14.750000,0.003749,-0.006951,-0.880122,0.474682,10.142700,20.559016,10.854505
1771,14.758333,0.003692,-0.006836,-0.879823,0.475238,10.134993,20.552030,10.851335
1772,14.766667,0.003642,-0.006733,-0.879556,0.475734,10.128038,20.545471,10.848864
1773,14.775000,0.003590,-0.006629,-0.879287,0.476233,10.120983,20.538880,10.846682
1774,14.783333,0.003532,-0.006511,-0.878982,0.476797,10.113059,20.531979,10.844167
1775,14.791667,0.003480,-0.006406,-0.878710,0.477300,10.105880,20.526268,10.841616
1776,14.800000,0.003427,-0.006300,-0.878436,0.477806,10.098995,20.520514,10.839422
1777,14.808333,0.003367,-0.006180,-0.878127,0.478377,10.091343,20.513600,10.837172
1778,14.816667,0.003313,-0.006073,-0.877850,0.478887,10.084890,20.507481,10.835458
1779,14.825000,0.003259,-0.005966,-0.877571,0.479399,10.078589,20.501657,10.834215
1780,14.833333,0.003198,-0.005845,-0.877256,0.479977,10.071817,20.495020,10.833026
1781,14.841667,0.003144,-0.005738,-0.876974,0.480493,10.066030,20.489026,10.832315
1782,14.850000,0.003089,-0.005630,-0.876691,0.481012,10.060099,20.483162,10.831790
1783,14.858333,0.003027,-0.005509,-0.876370,0.481598,10.053568,20.476776,10.831194
1784,14.866667,0.002972,-0.005401,-0.876083,0.482121,10.047618,20.471170,10.830593
1785,14.875000,0.002917,-0.005293,-0.875795,0.482646,10.041081,20.465782,10.829482
1786,14.883333,0.002854,-0.005171,-0.875468,0.483239,10.033824,20.459697,10.828499
1787,14.891667,0.002799,-0.005063,-0.875177,0.483769,10.027418,20.453930,10.827888
1788,14.900000,0.002743,-0.004954,-0.874883,0.484301,10.020726,20.447981,10.826913
1789,14.908333,0.002679,-0.004832,-0.874551,0.484902,10.013218,20.441568,10.825909
1790,14.916667,0.002623,-0.004723,-0.874255,0.485438,10.006395,20.435818,10.825324
1791,14.925000,0.002566,-0.004614,-0.873956,0.485976,9.999004,20.429590,10.824703
1792,14.933333,0.002502,-0.004492,-0.873619,0.486584,9.990582,20.422444,10.824362
1793,14.941667,0.002445,-0.004383,-0.873317,0.487127,9.983588,20.415821,10.824158
1794,14.950000,0.002387,-0.004274,-0.873013,0.487672,9.976741,20.409075,10.824318
1795,14.958333,0.002390,-0.004272,-0.872674,0.488278,9.969210,20.401662,10.825041
1796,14.966667,0.002393,-0.004271,-0.872379,0.488806,9.962458,20.395304,10.825263
1797,14.975000,0.002396,-0.004269,-0.872089,0.489323,9.955678,20.388925,10.825725
1798,14.983333,0.002398,-0.004268,-0.871769,0.489894,9.948159,20.382035,10.826833
1799,14.991667,0.002401,-0.004266,-0.871489,0.490390,9.941622,20.376048,10.828123
1800,15.000000,0.002403,-0.004265,-0.871216,0.490876,9.934977,20.370194,10.829585
1801,15.008333,0.002406,-0.004264,-0.870913,0.491412,9.927772,20.363546,10.831776
1802,15.016667,0.002408,-0.004262,-0.870650,0.491879,9.921877,20.357667,10.833602
1803,15.025000,0.002410,-0.004261,-0.870391,0.492337,9.916069,20.351740,10.835334
1804,15.033333,0.002413,-0.004260,-0.870106,0.492841,9.909279,20.345135,10.836740
1805,15.041667,0.002415,-0.004258,-0.869857,0.493279,9.902616,20.338998,10.838051
1806,15.050000,0.002417,-0.004257,-0.869613,0.493710,9.895669,20.332484,10.839541
1807,15.058333,0.002419,-0.004256,-0.869344,0.494184,9.887809,20.325611,10.841776
1808,15.066667,0.002421,-0.004255,-0.869109,0.494596,9.880778,20.319892,10.844203
1809,15.075000,0.002423,-0.004254,-0.868879,0.495001,9.873780,20.314431,10.846636
1810,15.083333,0.002425,-0.004252,-0.868624,0.495447,9.865968,20.308488,10.849161
1811,15.091667,0.002427,-0.004251,-0.868403,0.495835,9.859132,20.302899,10.851356
1812,15.100000,0.002429,-0.004250,-0.868186,0.496216,9.852633,20.297470,10.853991
1813,15.108333,0.002431,-0.004249,-0.867946,0.496635,9.845379,20.291064,10.857780
1814,15.116667,0.002433,-0.004248,-0.867737,0.497000,9.838961,20.285936,10.861289
1815,15.125000,0.002435,-0.004247,-0.867532,0.497358,9.832330,20.280973,10.865103
1816,15.133333,0.002437,-0.004246,-0.867305,0.497752,9.824986,20.275275,10.869702
1817,15.141667,0.002438,-0.004245,-0.867108,0.498096,9.818512,20.270292,10.873992
1818,15.150000,0.002440,-0.004244,-0.866915,0.498432,9.812009,20.265476,10.878392
1819,15.158333,0.002442,-0.004243,-0.866701,0.498803,9.804377,20.259823,10.883426
1820,15.166667,0.002444,-0.004242,-0.866515,0.499126,9.797295,20.254435,10.887756
1821,15.175000,0.002445,-0.004241,-0.866333,0.499443,9.789925,20.248908,10.891837
1822,15.183333,0.002447,-0.004240,-0.866132,0.499792,9.781841,20.242334,10.896614
1823,15.191667,0.002448,-0.004239,-0.865956,0.500096,9.774588,20.236376,10.900626
1824,15.200000,0.002450,-0.004239,-0.865784,0.500393,9.767386,20.230138,10.904380
1825,15.208333,0.002451,-0.004238,-0.865594,0.500722,9.759558,20.222959,10.908755
1826,15.216667,0.002453,-0.004237,-0.865429,0.501007,9.752693,20.216323,10.912690
1827,15.225000,0.002454,-0.004236,-0.865267,0.501288,9.745865,20.209619,10.916353
1828,15.233333,0.002456,-0.004235,-0.865088,0.501596,9.738052,20.201947,10.920438
1829,15.241667,0.002457,-0.004234,-0.864932,0.501865,9.731116,20.194658,10.924258
1830,15.250000,0.002458,-0.004234,-0.864779,0.502129,9.724130,20.187482,10.928208
1831,15.258333,0.002460,-0.004233,-0.864610,0.502419,9.716752,20.179711,10.932526
1832,15.266667,0.002461,-0.004232,-0.864463,0.502672,9.710634,20.171897,10.936365
1833,15.275000,0.002462,-0.004231,-0.864319,0.502920,9.704363,20.163942,10.940282
1834,15.283333,0.002463,-0.004231,-0.864160,0.503193,9.697137,20.154728,10.944230
1835,15.291667,0.002465,-0.004230,-0.864021,0.503431,9.690989,20.145843,10.947741
1836,15.300000,0.002466,-0.004229,-0.863885,0.503665,9.685127,20.137264,10.951174
1837,15.308333,0.002467,-0.004228,-0.863735,0.503922,9.678976,20.127482,10.955036
1838,15.316667,0.002468,-0.004228,-0.863605,0.504146,9.673512,20.118523,10.958192
1839,15.325000,0.002469,-0.004227,-0.863477,0.504365,9.668232,20.109186,10.961423
1840,15.333333,0.002470,-0.004227,-0.863335,0.504607,9.661860,20.098680,10.964744
1841,15.341667,0.002471,-0.004226,-0.863212,0.504818,9.656239,20.089704,10.967383
1842,15.350000,0.002472,-0.004225,-0.863091,0.505024,9.650741,20.080614,10.969964
1843,15.358333,0.002473,-0.004225,-0.862958,0.505252,9.645106,20.070387,10.972916
1844,15.366667,0.002474,-0.004224,-0.862842,0.505450,9.640384,20.061488,10.975534
1845,15.375000,0.002475,-0.004224,-0.862728,0.505644,9.635843,20.052716,10.978021
1846,15.383333,0.002476,-0.004223,-0.862603,0.505858,9.630474,20.043162,10.980521
1847,15.391667,0.002477,-0.004222,-0.862493,0.506044,9.625810,20.034444,10.982902
1848,15.400000,0.002478,-0.004222,-0.862386,0.506227,9.621231,20.025878,10.985143
1849,15.408333,0.002479,-0.004221,-0.862268,0.506429,9.616554,20.015655,10.987844
1850,15.416667,0.002480,-0.004221,-0.862165,0.506604,9.612506,20.006565,10.990106
1851,15.425000,0.002481,-0.004220,-0.862064,0.506776,9.608686,19.997804,10.992260
1852,15.433333,0.002482,-0.004220,-0.861952,0.506966,9.604366,19.987963,10.994803
1853,15.441667,0.002483,-0.004219,-0.861855,0.507131,9.600230,19.979079,10.997079
1854,15.450000,0.002483,-0.004219,-0.861760,0.507293,9.595524,19.969761,10.999528
1855,15.458333,0.002484,-0.004218,-0.861655,0.507471,9.589986,19.959501,11.002237
1856,15.466667,0.002485,-0.004218,-0.861564,0.507626,9.585120,19.950851,11.004351
1857,15.475000,0.002486,-0.004217,-0.861474,0.507778,9.580479,19.942344,11.006191
1858,15.483333,0.002487,-0.004217,-0.861375,0.507946,9.575525,19.932826,11.008245
1859,15.491667,0.002487,-0.004217,-0.861289,0.508092,9.570987,19.924762,11.009895
1860,15.500000,0.002488,-0.004216,-0.861204,0.508236,9.566440,19.916412,11.011766
1861,15.508333,0.002489,-0.004216,-0.861111,0.508394,9.561219,19.907084,11.014024
1862,15.516667,0.002490,-0.004215,-0.861030,0.508531,9.556399,19.898915,11.016022
1863,15.525000,0.002490,-0.004215,-0.860950,0.508666,9.551289,19.890775,11.018080
1864,15.533333,0.002491,-0.004214,-0.860862,0.508814,9.545856,19.881653,11.020424
1865,15.541667,0.002492,-0.004214,-0.860786,0.508944,9.541342,19.873598,11.022293
1866,15.550000,0.002492,-0.004214,-0.860711,0.509071,9.536700,19.865419,11.024159
1867,15.558333,0.002493,-0.004213,-0.860628,0.509211,9.531288,19.856179,11.026346
1868,15.566667,0.002493,-0.004213,-0.860556,0.509332,9.526457,19.847926,11.028628
1869,15.575000,0.002494,-0.004213,-0.860485,0.509452,9.521497,19.839822,11.031189
1870,15.583333,0.002495,-0.004212,-0.860407,0.509583,9.515744,19.830897,11.034250
1871,15.591667,0.002495,-0.004212,-0.860340,0.509698,9.510519,19.822923,11.036895
1872,15.600000,0.002496,-0.004212,-0.860273,0.509810,9.505109,19.814910,11.039435
1873,15.608333,0.002496,-0.004211,-0.860200,0.509934,9.499144,19.805727,11.042084
1874,15.616667,0.002497,-0.004211,-0.860136,0.510042,9.493850,19.797974,11.044028
1875,15.625000,0.002497,-0.004211,-0.860073,0.510148,9.488517,19.790017,11.045823
1876,15.633333,0.002498,-0.004210,-0.860004,0.510264,9.482134,19.781192,11.047668
1877,15.641667,0.002499,-0.004210,-0.859944,0.510365,9.476265,19.773266,11.049412
1878,15.650000,0.002499,-0.004210,-0.859885,0.510465,9.470060,19.765326,11.051435
1879,15.658333,0.002500,-0.004209,-0.859820,0.510575,9.462692,19.756324,11.053844
1880,15.666667,0.002500,-0.004209,-0.859763,0.510670,9.456070,19.748485,11.056456
1881,15.675000,0.002500,-0.004209,-0.859707,0.510764,9.449468,19.740792,11.059498
1882,15.683333,0.002501,-0.004208,-0.859646,0.510867,9.442075,19.732345,11.062355
1883,15.691667,0.002501,-0.004208,-0.859592,0.510957,9.435187,19.725232,11.064559
1884,15.700000,0.002502,-0.004208,-0.859540,0.511045,9.428554,19.718132,11.066544
1885,15.708333,0.002502,-0.004208,-0.859482,0.511142,9.421224,19.710267,11.068978
1886,15.716667,0.002503,-0.004207,-0.859432,0.511227,9.414687,19.703363,11.071011
1887,15.725000,0.002503,-0.004207,-0.859383,0.511309,9.408516,19.696298,11.072971
1888,15.733333,0.002504,-0.004207,-0.859328,0.511401,9.401257,19.688532,11.075152
1889,15.741667,0.002504,-0.004207,-0.859281,0.511480,9.395190,19.681757,11.077339
1890,15.750000,0.002504,-0.004206,-0.859235,0.511558,9.389729,19.675133,11.079712
1891,15.758333,0.002505,-0.004206,-0.859183,0.511644,9.383618,19.667929,11.081957
1892,15.766667,0.002505,-0.004206,-0.859139,0.511719,9.378648,19.661248,11.083456
1893,15.775000,0.002506,-0.004206,-0.859095,0.511793,9.373544,19.654372,11.084771
1894,15.783333,0.002506,-0.004206,-0.859047,0.511874,9.367878,19.646652,11.086320
1895,15.791667,0.002506,-0.004205,-0.859005,0.511944,9.362960,19.639736,11.087472
1896,15.800000,0.002507,-0.004205,-0.858964,0.512013,9.358074,19.633026,11.088514
1897,15.808333,0.002507,-0.004205,-0.858918,0.512089,9.352171,19.625741,11.089517
1898,15.816667,0.002507,-0.004205,-0.858879,0.512156,9.346648,19.618924,11.090044
1899,15.825000,0.002508,-0.004205,-0.858840,0.512221,9.341047,19.611828,11.090368
1900,15.833333,0.002508,-0.004204,-0.858797,0.512292,9.335000,19.603981,11.090530
1901,15.841667,0.002508,-0.004204,-0.858760,0.512355,9.329606,19.597200,11.091213
1902,15.850000,0.002509,-0.004204,-0.858723,0.512416,9.324029,19.590291,11.092020
1903,15.858333,0.002509,-0.004204,-0.858683,0.512484,9.317379,19.582551,11.092744
1904,15.866667,0.002509,-0.004204,-0.858648,0.512542,9.311679,19.575579,11.093021
1905,15.875000,0.002509,-0.004203,-0.858614,0.512600,9.305895,19.568443,11.093303
1906,15.883333,0.002510,-0.004203,-0.858576,0.512663,9.299580,19.560534,11.093385
1907,15.891667,0.002510,-0.004203,-0.858543,0.512719,9.294296,19.553699,11.093360
1908,15.900000,0.002510,-0.004203,-0.858510,0.512773,9.289068,19.547082,11.093057
1909,15.908333,0.002511,-0.004203,-0.858475,0.512833,9.283014,19.539800,11.092378
1910,15.916667,0.002511,-0.004203,-0.858444,0.512885,9.277351,19.532871,11.091489
1911,15.925000,0.002511,-0.004202,-0.858413,0.512936,9.271597,19.525692,11.090625
1912,15.933333,0.002511,-0.004202,-0.858379,0.512992,9.265245,19.518020,11.089108
1913,15.941667,0.002512,-0.004202,-0.858350,0.513041,9.259704,19.511168,11.087876
1914,15.950000,0.002512,-0.004202,-0.858321,0.513089,9.254424,19.504420,11.086538
1915,15.958333,0.002512,-0.004202,-0.858290,0.513142,9.248377,19.497217,11.085200
1916,15.966667,0.002512,-0.004202,-0.858262,0.513188,9.243284,19.491136,11.084177
1917,15.975000,0.002513,-0.004202,-0.858235,0.513233,9.238371,19.485088,11.083230
1918,15.983333,0.002500,-0.004179,-0.858206,0.513283,9.232353,19.478011,11.082149
1919,15.991667,0.002486,-0.004155,-0.858180,0.513327,9.227096,19.471219,11.081026
1920,16.000000,0.002472,-0.004132,-0.858154,0.513369,9.221928,19.464080,11.079831
1921,16.008333,0.002456,-0.004105,-0.858126,0.513416,9.216164,19.455994,11.078266
1922,16.016667,0.002442,-0.004082,-0.858102,0.513457,9.211370,19.448744,11.076897
1923,16.025000,0.002429,-0.004058,-0.858078,0.513497,9.206595,19.441468,11.075903
1924,16.033333,0.002413,-0.004032,-0.858052,0.513541,9.201041,19.433058,11.074234
1925,16.041667,0.002400,-0.004009,-0.858029,0.513580,9.196493,19.425516,11.072351
1926,16.050000,0.002386,-0.003986,-0.858007,0.513618,9.191670,19.418286,11.070173
1927,16.058333,0.002371,-0.003961,-0.857982,0.513659,9.186026,19.410220,11.067488
1928,16.066667,0.002358,-0.003938,-0.857960,0.513695,9.181081,19.403177,11.064640
1929,16.075000,0.002345,-0.003915,-0.857939,0.513731,9.175897,19.396285,11.061855
1930,16.083333,0.002330,-0.003890,-0.857916,0.513770,9.169710,19.388803,11.059084
1931,16.091667,0.002317,-0.003868,-0.857896,0.513804,9.164079,19.382148,11.056980
1932,16.100000,0.002304,-0.003846,-0.857876,0.513838,9.158110,19.375611,11.054713
1933,16.108333,0.002289,-0.003821,-0.857854,0.513874,9.151244,19.368779,11.051922
1934,16.116667,0.002276,-0.003799,-0.857835,0.513907,9.145445,19.362861,11.049439
1935,16.125000,0.002263,-0.003778,-0.857816,0.513938,9.139747,19.357079,11.046833
1936,16.133333,0.002249,-0.003753,-0.857795,0.513973,9.133266,19.350572,11.043881
1937,16.141667,0.002236,-0.003732,-0.857777,0.514003,9.127204,19.345098,11.041708
1938,16.150000,0.002224,-0.003711,-0.857760,0.514033,9.120891,19.339975,11.039476
1939,16.158333,0.002210,-0.003687,-0.857740,0.514065,9.113889,19.334432,11.036495
1940,16.166667,0.002197,-0.003666,-0.857723,0.514094,9.107487,19.329148,11.033883
1941,16.175000,0.002185,-0.003645,-0.857707,0.514122,9.100692,19.323854,11.031482
1942,16.183333,0.002171,-0.003621,-0.857689,0.514152,9.093255,19.317849,11.028796
1943,16.191667,0.002159,-0.003601,-0.857673,0.514179,9.086311,19.312508,11.026083
1944,16.200000,0.002146,-0.003580,-0.857657,0.514205,9.078995,19.306937,11.023072
1945,16.208333,0.002133,-0.003557,-0.857640,0.514234,9.071200,19.300431,11.019378
1946,16.216667,0.002121,-0.003537,-0.857625,0.514259,9.064427,19.294829,11.015970
1947,16.225000,0.002109,-0.003517,-0.857610,0.514284,9.057792,19.289127,11.012457
1948,16.233333,0.002095,-0.003494,-0.857594,0.514311,9.050580,19.282553,11.008623
1949,16.241667,0.002084,-0.003474,-0.857580,0.514335,9.044007,19.276569,11.005358
1950,16.250000,0.002072,-0.003454,-0.857566,0.514358,9.037549,19.270348,11.002083
1951,16.258333,0.002059,-0.003432,-0.857551,0.514384,9.030406,19.263142,10.998172
1952,16.266667,0.002047,-0.003412,-0.857537,0.514406,9.023959,19.256861,10.994748
1953,16.275000,0.002035,-0.003393,-0.857524,0.514428,9.017656,19.250930,10.991420
1954,16.283333,0.002022,-0.003371,-0.857510,0.514452,9.010827,19.244247,10.987633
1955,16.291667,0.002011,-0.003352,-0.857498,0.514473,9.004777,19.238585,10.984050
1956,16.300000,0.002000,-0.003333,-0.857485,0.514494,8.998836,19.232832,10.980075
1957,16.308333,0.001987,-0.003311,-0.857472,0.514517,8.991910,19.226909,10.975529
1958,16.316667,0.001976,-0.003292,-0.857460,0.514536,8.986266,19.221751,10.971460
1959,16.325000,0.001965,-0.003274,-0.857448,0.514556,8.980566,19.216453,10.967226
1960,16.333333,0.001952,-0.003253,-0.857436,0.514577,8.974179,19.210298,10.962279
1961,16.341667,0.001941,-0.003234,-0.857425,0.514596,8.968785,19.204800,10.957954
1962,16.350000,0.001930,-0.003216,-0.857414,0.514614,8.963593,19.199338,10.953684
1963,16.358333,0.001918,-0.003195,-0.857402,0.514634,8.957107,19.193270,10.948563
